TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,IS_NULLABLE
PUBLIC,SERVICEORDER_TASKS,TASK_ID,NUMBER,YES
PUBLIC,TROUBLE_TICKET_TASKS,TASK_ID,NUMBER,YES
